SR1803_20220727_002_N_S_S	PD59664b	fastq/PD59664b/	2000	3151
SR1803_20220930_003_C_E_S	PD60309b	fastq/PD60309b/	10000	16600
SR1803_20221111_004_N_E_S	PD60969b	fastq/PD60969b/	10000	16600
SR1803_20221207_006_N_E_S	PD60970b	fastq/PD60970b/	10000	19470
SR1803_20230131_007_N_E_S	PD60971b	fastq/PD60971b/	10000	16815
SR1803_20230608_008_C_E_S	PD62744b	fastq/PD62744b/	10000	24450
SR1803_20231128_010_C_E_S	PD64668b	fastq/PD64668b/	10000	16600
SR1803_20240117_012_N_E_S	PD64669b	fastq/PD64669b/	10000	16600
SR1803_20240126_013_C_E_S	PD64670b	fastq/PD64670b/	10000	16600
